tag,M,K,N,Mc,Nc,Kc,onsurface,packA_MiB,packB_MiB,reps,ms,gflops,spread,correct,vs_v4a
ds-id11,128,7168,4096,4096,64,128,yes,0.062,0.031,8,11.2357,669.0,0.11,ok,0.6057
ds-id11,128,7168,4096,128,4096,64,yes,0.031,1.000,10,10.0213,750.0,0.21,ok,0.6791
ds-id11,128,7168,4096,256,2048,64,yes,0.031,0.500,9,10.0826,745.5,0.14,ok,0.6750
ds-id11,128,7168,4096,512,1024,64,yes,0.031,0.250,9,10.0910,744.8,0.29,ok,0.6744
ds-id11,128,7168,4096,1024,512,64,yes,0.031,0.125,9,10.1487,740.6,0.33,ok,0.6706
ds-id11,128,7168,4096,2048,256,64,yes,0.031,0.062,9,10.4922,716.4,0.36,ok,0.6486
ds-id11,128,7168,4096,4096,128,64,yes,0.031,0.031,9,10.9942,683.7,0.92,ok,0.6190
ds-id11,128,7168,4096,16,512,2048,no,0.125,4.000,14,6.8053,1104.5,0.15,ok,1.0000
ds-id11,128,7168,4096,32,1024,2048,no,0.250,8.000,15,6.5797,1142.3,0.26,ok,1.0343
ds-id12,128,2048,7168,16,512,4096,yes,0.125,4.000,30,3.2402,1159.8,0.04,ok,0.9985
ds-id12,128,2048,7168,32,256,4096,yes,0.250,2.000,27,3.5882,1047.3,0.20,ok,0.9017
ds-id12,128,2048,7168,64,128,4096,yes,0.500,1.000,26,3.7198,1010.3,0.16,ok,0.8698
ds-id12,128,2048,7168,128,64,4096,yes,1.000,0.500,22,4.4489,844.7,0.75,ok,0.7272
ds-id12,128,2048,7168,16,1024,2048,yes,0.125,8.000,29,3.3401,1125.1,0.10,ok,0.9687
ds-id12,128,2048,7168,32,512,2048,yes,0.250,4.000,30,3.2450,1158.1,0.07,ok,0.9971
ds-id12,128,2048,7168,64,256,2048,yes,0.500,2.000,29,3.3998,1105.4,0.28,ok,0.9517
ds-id12,128,2048,7168,128,128,2048,yes,1.000,1.000,26,3.7608,999.3,0.58,ok,0.8603
ds-id12,128,2048,7168,256,64,2048,yes,1.000,0.500,22,4.4152,851.2,2.62,ok,0.7328
ds-id12,128,2048,7168,16,2048,1024,yes,0.062,8.000,28,3.4560,1087.4,0.04,ok,0.9362
ds-id12,128,2048,7168,32,1024,1024,yes,0.125,4.000,30,3.2259,1165.0,1.19,ok,1.0030
ds-id12,128,2048,7168,64,512,1024,yes,0.250,2.000,29,3.3959,1106.7,0.23,ok,0.9527
ds-id12,128,2048,7168,128,256,1024,yes,0.500,1.000,27,3.6404,1032.3,0.07,ok,0.8888
ds-id12,128,2048,7168,256,128,1024,yes,0.500,0.500,24,4.0068,937.9,0.05,ok,0.8075
ds-id12,128,2048,7168,512,64,1024,yes,0.500,0.250,20,4.7679,788.2,1.39,ok,0.6786
ds-id12,128,2048,7168,16,4096,512,yes,0.031,8.000,27,3.5316,1064.1,0.54,ok,0.9161
ds-id12,128,2048,7168,32,2048,512,yes,0.062,4.000,30,3.2741,1147.8,0.65,ok,0.9882
ds-id12,128,2048,7168,64,1024,512,yes,0.125,2.000,30,3.2909,1142.0,0.33,ok,0.9831
ds-id12,128,2048,7168,128,512,512,yes,0.250,1.000,28,3.4904,1076.7,0.20,ok,0.9270
ds-id12,128,2048,7168,256,256,512,yes,0.250,0.500,27,3.6606,1026.6,0.96,ok,0.8839
ds-id12,128,2048,7168,512,128,512,yes,0.250,0.250,25,3.9341,955.3,1.00,ok,0.8224
ds-id12,128,2048,7168,1024,64,512,yes,0.250,0.125,20,4.8494,775.0,0.26,ok,0.6672
ds-id12,128,2048,7168,32,4096,256,yes,0.031,4.000,29,3.3905,1108.4,0.60,ok,0.9543
ds-id12,128,2048,7168,64,2048,256,yes,0.062,2.000,29,3.4525,1088.5,0.59,ok,0.9371
ds-id12,128,2048,7168,128,1024,256,yes,0.125,1.000,27,3.5958,1045.1,0.15,ok,0.8998
ds-id12,128,2048,7168,256,512,256,yes,0.125,0.500,27,3.6207,1037.9,0.23,ok,0.8936
ds-id12,128,2048,7168,512,256,256,yes,0.125,0.250,26,3.7856,992.7,0.25,ok,0.8547
ds-id12,128,2048,7168,1024,128,256,yes,0.125,0.125,24,4.0431,929.5,1.38,ok,0.8002
ds-id12,128,2048,7168,2048,64,256,yes,0.125,0.062,20,4.9583,757.9,0.41,ok,0.6525
ds-id12,128,2048,7168,64,4096,128,yes,0.031,2.000,26,3.7876,992.2,2.43,ok,0.8542
ds-id12,128,2048,7168,128,2048,128,yes,0.062,1.000,25,3.9658,947.6,0.49,ok,0.8158
ds-id12,128,2048,7168,256,1024,128,yes,0.062,0.500,24,4.0105,937.1,0.46,ok,0.8067
ds-id12,128,2048,7168,512,512,128,yes,0.062,0.250,24,4.1005,916.5,0.51,ok,0.7890
ds-id12,128,2048,7168,1024,256,128,yes,0.062,0.125,23,4.3213,869.7,0.39,ok,0.7487
ds-id12,128,2048,7168,2048,128,128,yes,0.062,0.062,21,4.7335,793.9,1.90,ok,0.6835
ds-id12,128,2048,7168,4096,64,128,yes,0.062,0.031,18,5.4380,691.1,0.31,ok,0.5950
ds-id12,128,2048,7168,128,4096,64,yes,0.031,1.000,20,4.8431,776.0,0.24,ok,0.6681
ds-id12,128,2048,7168,256,2048,64,yes,0.031,0.500,20,4.8845,769.4,0.31,ok,0.6624
ds-id12,128,2048,7168,512,1024,64,yes,0.031,0.250,20,4.9224,763.5,0.23,ok,0.6573
ds-id12,128,2048,7168,1024,512,64,yes,0.031,0.125,20,4.9812,754.5,0.02,ok,0.6495
ds-id12,128,2048,7168,2048,256,64,yes,0.031,0.062,19,5.2015,722.5,0.10,ok,0.6220
ds-id12,128,2048,7168,4096,128,64,yes,0.031,0.031,18,5.4207,693.3,0.15,ok,0.5969
ds-id12,128,2048,7168,16,512,2048,no,0.125,4.000,30,3.2355,1161.5,0.22,ok,1.0000
ds-id12,128,2048,7168,32,1024,2048,no,0.250,8.000,29,3.3778,1112.6,0.18,ok,0.9579
ds-id13,4096,7168,2112,16,512,4096,yes,0.250,8.000,1,83.4461,1486.2,0.76,ok,1.0283
ds-id13,4096,7168,2112,32,256,4096,yes,0.500,4.000,1,90.6489,1368.1,1.92,ok,0.9466
ds-id13,4096,7168,2112,64,128,4096,yes,1.000,2.000,1,107.7266,1151.2,0.05,ok,0.7965
ds-id13,4096,7168,2112,128,64,4096,yes,2.000,1.000,1,144.1838,860.1,0.09,ok,0.5951
ds-id13,4096,7168,2112,16,1024,2048,yes,0.125,8.000,1,85.2981,1453.9,3.43,ok,1.0059
ds-id13,4096,7168,2112,32,512,2048,yes,0.250,4.000,1,87.7748,1412.9,3.02,ok,0.9776
ds-id13,4096,7168,2112,64,256,2048,yes,0.500,2.000,1,93.3523,1328.5,0.05,ok,0.9191
ds-id13,4096,7168,2112,128,128,2048,yes,1.000,1.000,1,113.2900,1094.7,0.05,ok,0.7574
ds-id13,4096,7168,2112,256,64,2048,yes,2.000,0.500,1,150.3405,824.9,0.25,ok,0.5707
ds-id13,4096,7168,2112,16,2048,1024,yes,0.062,8.000,1,83.0599,1493.1,0.97,ok,1.0330
ds-id13,4096,7168,2112,32,1024,1024,yes,0.125,4.000,1,85.6126,1448.6,4.39,ok,1.0022
ds-id13,4096,7168,2112,64,512,1024,yes,0.250,2.000,1,89.0349,1392.9,0.18,ok,0.9637
ds-id13,4096,7168,2112,128,256,1024,yes,0.500,1.000,1,97.6856,1269.6,0.09,ok,0.8784
ds-id13,4096,7168,2112,256,128,1024,yes,1.000,0.500,1,115.3525,1075.1,0.60,ok,0.7438
ds-id13,4096,7168,2112,512,64,1024,yes,2.000,0.250,1,148.8419,833.2,0.21,ok,0.5765
ds-id13,4096,7168,2112,16,4096,512,yes,0.031,4.125,1,84.3693,1469.9,0.24,ok,1.0170
ds-id13,4096,7168,2112,32,2048,512,yes,0.062,4.000,1,90.6595,1367.9,2.84,ok,0.9465
ds-id13,4096,7168,2112,64,1024,512,yes,0.125,2.000,1,94.8777,1307.1,1.25,ok,0.9044
ds-id13,4096,7168,2112,128,512,512,yes,0.250,1.000,1,97.5425,1271.4,0.10,ok,0.8797
ds-id13,4096,7168,2112,256,256,512,yes,0.500,0.500,1,107.9727,1148.6,1.04,ok,0.7947
ds-id13,4096,7168,2112,512,128,512,yes,1.000,0.250,1,127.1445,975.4,4.15,ok,0.6749
ds-id13,4096,7168,2112,1024,64,512,yes,2.000,0.125,1,154.4635,802.9,0.19,ok,0.5555
ds-id13,4096,7168,2112,32,4096,256,yes,0.031,2.062,1,99.1095,1251.3,0.14,ok,0.8658
ds-id13,4096,7168,2112,64,2048,256,yes,0.062,2.000,1,102.9808,1204.3,1.05,ok,0.8332
ds-id13,4096,7168,2112,128,1024,256,yes,0.125,1.000,1,103.8004,1194.8,0.13,ok,0.8266
ds-id13,4096,7168,2112,256,512,256,yes,0.250,0.500,1,111.6252,1111.0,0.08,ok,0.7687
ds-id13,4096,7168,2112,512,256,256,yes,0.500,0.250,1,121.0017,1024.9,0.27,ok,0.7091
ds-id13,4096,7168,2112,1024,128,256,yes,1.000,0.125,1,134.7073,920.6,0.24,ok,0.6370
ds-id13,4096,7168,2112,2048,64,256,yes,2.000,0.062,1,164.1184,755.7,0.13,ok,0.5228
ds-id13,4096,7168,2112,64,4096,128,yes,0.031,1.031,1,110.1918,1125.5,0.82,ok,0.7787
ds-id13,4096,7168,2112,128,2048,128,yes,0.062,1.000,1,113.7977,1089.8,0.04,ok,0.7540
ds-id13,4096,7168,2112,256,1024,128,yes,0.125,0.500,1,118.5037,1046.5,0.57,ok,0.7241
ds-id13,4096,7168,2112,512,512,128,yes,0.250,0.250,1,126.8017,978.0,0.10,ok,0.6767
ds-id13,4096,7168,2112,1024,256,128,yes,0.500,0.125,1,134.7793,920.1,0.15,ok,0.6366
ds-id13,4096,7168,2112,2048,128,128,yes,1.000,0.062,1,144.4832,858.4,0.17,ok,0.5939
ds-id13,4096,7168,2112,4096,64,128,yes,2.000,0.031,1,166.5058,744.8,0.26,ok,0.5153
ds-id13,4096,7168,2112,128,4096,64,yes,0.031,0.516,1,175.5120,706.6,0.86,ok,0.4889
ds-id13,4096,7168,2112,256,2048,64,yes,0.062,0.500,1,180.6329,686.6,0.58,ok,0.4750
ds-id13,4096,7168,2112,512,1024,64,yes,0.125,0.250,1,181.6846,682.6,0.09,ok,0.4723
ds-id13,4096,7168,2112,1024,512,64,yes,0.250,0.125,1,189.4417,654.6,0.93,ok,0.4529
ds-id13,4096,7168,2112,2048,256,64,yes,0.500,0.062,1,195.5630,634.2,0.14,ok,0.4388
ds-id13,4096,7168,2112,4096,128,64,yes,1.000,0.031,1,204.8589,605.4,0.51,ok,0.4188
ds-id13,4096,7168,2112,16,512,2048,no,0.125,4.000,1,85.8047,1445.3,1.70,ok,1.0000
ds-id13,4096,7168,2112,32,1024,2048,no,0.250,8.000,1,83.0730,1492.9,3.45,ok,1.0329
ds-id14,4096,1536,24576,16,512,4096,yes,0.094,3.000,1,203.4850,1519.7,0.78,ok,1.0425
ds-id14,4096,1536,24576,32,256,4096,yes,0.188,1.500,1,224.1180,1379.8,0.22,ok,0.9465
ds-id14,4096,1536,24576,64,128,4096,yes,0.375,0.750,1,270.2673,1144.2,0.11,ok,0.7849
ds-id14,4096,1536,24576,128,64,4096,yes,0.750,0.375,1,364.3135,848.8,0.36,ok,0.5823
ds-id14,4096,1536,24576,16,1024,2048,yes,0.094,6.000,1,193.7407,1596.1,5.66,ok,1.0949
ds-id14,4096,1536,24576,32,512,2048,yes,0.188,3.000,1,202.1685,1529.6,0.58,ok,1.0493
ds-id14,4096,1536,24576,64,256,2048,yes,0.375,1.500,1,225.2531,1372.8,3.21,ok,0.9417
ds-id14,4096,1536,24576,128,128,2048,yes,0.750,0.750,1,270.3784,1143.7,0.47,ok,0.7846
ds-id14,4096,1536,24576,256,64,2048,yes,1.500,0.375,1,366.1767,844.5,0.06,ok,0.5793
ds-id14,4096,1536,24576,16,2048,1024,yes,0.062,8.000,1,201.0715,1537.9,3.56,ok,1.0550
ds-id14,4096,1536,24576,32,1024,1024,yes,0.125,4.000,1,203.6905,1518.2,0.73,ok,1.0414
ds-id14,4096,1536,24576,64,512,1024,yes,0.250,2.000,1,215.8165,1432.9,3.69,ok,0.9829
ds-id14,4096,1536,24576,128,256,1024,yes,0.500,1.000,1,230.3820,1342.3,3.44,ok,0.9208
ds-id14,4096,1536,24576,256,128,1024,yes,1.000,0.500,1,263.8971,1171.8,2.91,ok,0.8038
ds-id14,4096,1536,24576,512,64,1024,yes,2.000,0.250,1,339.9034,909.8,0.60,ok,0.6241
ds-id14,4096,1536,24576,16,4096,512,yes,0.031,8.000,1,214.3723,1442.5,2.43,ok,0.9895
ds-id14,4096,1536,24576,32,2048,512,yes,0.062,4.000,1,211.6593,1461.0,0.13,ok,1.0022
ds-id14,4096,1536,24576,64,1024,512,yes,0.125,2.000,1,217.8137,1419.7,3.75,ok,0.9739
ds-id14,4096,1536,24576,128,512,512,yes,0.250,1.000,1,226.3779,1366.0,2.81,ok,0.9371
ds-id14,4096,1536,24576,256,256,512,yes,0.500,0.500,1,235.6096,1312.5,3.95,ok,0.9003
ds-id14,4096,1536,24576,512,128,512,yes,1.000,0.250,1,260.7700,1185.9,2.22,ok,0.8135
ds-id14,4096,1536,24576,1024,64,512,yes,2.000,0.125,1,309.0540,1000.6,0.83,ok,0.6864
ds-id14,4096,1536,24576,32,4096,256,yes,0.031,4.000,1,239.3351,1292.1,3.06,ok,0.8863
ds-id14,4096,1536,24576,64,2048,256,yes,0.062,2.000,1,241.4835,1280.6,2.43,ok,0.8784
ds-id14,4096,1536,24576,128,1024,256,yes,0.125,1.000,1,248.3779,1245.0,1.93,ok,0.8541
ds-id14,4096,1536,24576,256,512,256,yes,0.250,0.500,1,254.1030,1217.0,1.59,ok,0.8348
ds-id14,4096,1536,24576,512,256,256,yes,0.500,0.250,1,266.5797,1160.0,2.42,ok,0.7957
ds-id14,4096,1536,24576,1024,128,256,yes,1.000,0.125,1,291.2765,1061.7,0.76,ok,0.7283
ds-id14,4096,1536,24576,2048,64,256,yes,2.000,0.062,1,350.9833,881.1,0.31,ok,0.6044
ds-id14,4096,1536,24576,64,4096,128,yes,0.031,2.000,1,285.1273,1084.6,0.99,ok,0.7440
ds-id14,4096,1536,24576,128,2048,128,yes,0.062,1.000,1,292.9660,1055.5,0.65,ok,0.7241
ds-id14,4096,1536,24576,256,1024,128,yes,0.125,0.500,1,297.8429,1038.3,2.43,ok,0.7122
ds-id14,4096,1536,24576,512,512,128,yes,0.250,0.250,1,304.3132,1016.2,0.15,ok,0.6971
ds-id14,4096,1536,24576,1024,256,128,yes,0.500,0.125,1,307.1329,1006.9,1.45,ok,0.6907
ds-id14,4096,1536,24576,2048,128,128,yes,1.000,0.062,1,332.8442,929.1,0.35,ok,0.6373
ds-id14,4096,1536,24576,4096,64,128,yes,2.000,0.031,1,393.9356,785.0,2.77,ok,0.5385
ds-id14,4096,1536,24576,128,4096,64,yes,0.031,1.000,1,444.2258,696.1,0.05,ok,0.4775
ds-id14,4096,1536,24576,256,2048,64,yes,0.062,0.500,1,460.1630,672.0,0.06,ok,0.4610
ds-id14,4096,1536,24576,512,1024,64,yes,0.125,0.250,1,466.7832,662.5,0.13,ok,0.4544
ds-id14,4096,1536,24576,1024,512,64,yes,0.250,0.125,1,473.8003,652.7,0.13,ok,0.4477
ds-id14,4096,1536,24576,2048,256,64,yes,0.500,0.062,1,459.3155,673.3,0.21,ok,0.4618
ds-id14,4096,1536,24576,4096,128,64,yes,1.000,0.031,1,477.8580,647.1,0.13,ok,0.4439
ds-id14,4096,1536,24576,16,512,2048,no,0.094,3.000,1,212.1288,1457.8,2.58,ok,1.0000
ds-id14,4096,1536,24576,32,1024,2048,no,0.188,6.000,1,190.6531,1622.0,0.20,ok,1.1126
ds-id15,4096,512,32768,16,512,4096,yes,0.031,1.000,1,98.0637,1401.5,5.13,ok,0.9594
ds-id15,4096,512,32768,32,256,4096,yes,0.062,0.500,1,100.5473,1366.9,5.20,ok,0.9357
ds-id15,4096,512,32768,64,128,4096,yes,0.125,0.250,1,105.6433,1301.0,2.29,ok,0.8906
ds-id15,4096,512,32768,128,64,4096,yes,0.250,0.125,1,124.0758,1107.7,0.56,ok,0.7583
ds-id15,4096,512,32768,16,1024,2048,yes,0.031,2.000,1,95.1742,1444.1,0.21,ok,0.9886
ds-id15,4096,512,32768,32,512,2048,yes,0.062,1.000,1,95.5391,1438.6,1.71,ok,0.9848
ds-id15,4096,512,32768,64,256,2048,yes,0.125,0.500,1,96.4893,1424.4,1.84,ok,0.9751
ds-id15,4096,512,32768,128,128,2048,yes,0.250,0.250,1,112.4587,1222.1,6.75,ok,0.8366
ds-id15,4096,512,32768,256,64,2048,yes,0.500,0.125,1,123.8078,1110.1,2.46,ok,0.7599
ds-id15,4096,512,32768,16,2048,1024,yes,0.031,4.000,1,88.5468,1552.2,0.68,ok,1.0626
ds-id15,4096,512,32768,32,1024,1024,yes,0.062,2.000,1,94.3761,1456.3,0.49,ok,0.9969
ds-id15,4096,512,32768,64,512,1024,yes,0.125,1.000,1,93.7721,1465.7,3.30,ok,1.0033
ds-id15,4096,512,32768,128,256,1024,yes,0.250,0.500,1,98.7181,1392.2,4.01,ok,0.9531
ds-id15,4096,512,32768,256,128,1024,yes,0.500,0.250,1,108.6145,1265.4,0.33,ok,0.8662
ds-id15,4096,512,32768,512,64,1024,yes,1.000,0.125,1,126.3597,1087.7,2.95,ok,0.7446
ds-id15,4096,512,32768,16,4096,512,yes,0.031,8.000,1,87.4680,1571.3,0.77,ok,1.0757
ds-id15,4096,512,32768,32,2048,512,yes,0.062,4.000,1,92.6237,1483.8,2.77,ok,1.0158
ds-id15,4096,512,32768,64,1024,512,yes,0.125,2.000,1,89.4861,1535.9,0.16,ok,1.0514
ds-id15,4096,512,32768,128,512,512,yes,0.250,1.000,1,93.9664,1462.6,2.23,ok,1.0013
ds-id15,4096,512,32768,256,256,512,yes,0.500,0.500,1,101.4573,1354.6,4.58,ok,0.9273
ds-id15,4096,512,32768,512,128,512,yes,1.000,0.250,1,106.5094,1290.4,2.31,ok,0.8834
ds-id15,4096,512,32768,1024,64,512,yes,2.000,0.125,1,123.3278,1114.4,0.99,ok,0.7629
ds-id15,4096,512,32768,32,4096,256,yes,0.031,4.000,1,99.5446,1380.7,0.54,ok,0.9452
ds-id15,4096,512,32768,64,2048,256,yes,0.062,2.000,1,101.0042,1360.7,3.60,ok,0.9315
ds-id15,4096,512,32768,128,1024,256,yes,0.125,1.000,1,104.0927,1320.4,3.89,ok,0.9039
ds-id15,4096,512,32768,256,512,256,yes,0.250,0.500,1,106.6681,1288.5,0.62,ok,0.8820
ds-id15,4096,512,32768,512,256,256,yes,0.500,0.250,1,115.1559,1193.5,0.64,ok,0.8170
ds-id15,4096,512,32768,1024,128,256,yes,1.000,0.125,1,120.3763,1141.7,0.11,ok,0.7816
ds-id15,4096,512,32768,2048,64,256,yes,2.000,0.062,1,148.7932,923.7,0.35,ok,0.6323
ds-id15,4096,512,32768,64,4096,128,yes,0.031,2.000,1,123.0610,1116.8,3.36,ok,0.7645
ds-id15,4096,512,32768,128,2048,128,yes,0.062,1.000,1,124.7660,1101.6,1.42,ok,0.7541
ds-id15,4096,512,32768,256,1024,128,yes,0.125,0.500,1,126.8228,1083.7,2.39,ok,0.7419
ds-id15,4096,512,32768,512,512,128,yes,0.250,0.250,1,126.5012,1086.5,0.15,ok,0.7438
ds-id15,4096,512,32768,1024,256,128,yes,0.500,0.125,1,134.0825,1025.0,0.42,ok,0.7017
ds-id15,4096,512,32768,2048,128,128,yes,1.000,0.062,1,141.5263,971.1,0.56,ok,0.6648
ds-id15,4096,512,32768,4096,64,128,yes,2.000,0.031,1,168.1058,817.6,2.55,ok,0.5597
ds-id15,4096,512,32768,128,4096,64,yes,0.031,1.000,1,196.0673,701.0,0.24,ok,0.4799
ds-id15,4096,512,32768,256,2048,64,yes,0.062,0.500,1,200.0810,686.9,0.14,ok,0.4702
ds-id15,4096,512,32768,512,1024,64,yes,0.125,0.250,1,198.8759,691.1,1.80,ok,0.4731
ds-id15,4096,512,32768,1024,512,64,yes,0.250,0.125,1,199.1905,690.0,0.25,ok,0.4723
ds-id15,4096,512,32768,2048,256,64,yes,0.500,0.062,1,204.1162,673.3,0.13,ok,0.4609
ds-id15,4096,512,32768,4096,128,64,yes,1.000,0.031,1,219.2820,626.8,0.90,ok,0.4291
ds-id15,4096,512,32768,16,512,2048,no,0.031,1.000,1,94.0862,1460.8,1.51,ok,1.0000
ds-id15,4096,512,32768,32,1024,2048,no,0.062,2.000,1,89.9470,1528.0,0.99,ok,1.0460
ds-id16,4096,16384,7168,16,512,4096,yes,0.250,8.000,1,666.3182,1443.9,2.39,ok,1.0079
ds-id16,4096,16384,7168,32,256,4096,yes,0.500,4.000,1,708.0854,1358.7,0.54,ok,0.9484
ds-id16,4096,16384,7168,64,128,4096,yes,1.000,2.000,1,829.8491,1159.3,2.16,ok,0.8093
ds-id16,4096,16384,7168,128,64,4096,yes,2.000,1.000,1,1105.4744,870.3,0.31,ok,0.6075
ds-id16,4096,16384,7168,16,1024,2048,yes,0.125,8.000,1,655.9272,1466.7,2.14,ok,1.0238
ds-id16,4096,16384,7168,32,512,2048,yes,0.250,4.000,1,679.9141,1415.0,1.45,ok,0.9877
ds-id16,4096,16384,7168,64,256,2048,yes,0.500,2.000,1,743.4272,1294.1,0.72,ok,0.9033
ds-id16,4096,16384,7168,128,128,2048,yes,1.000,1.000,1,872.8981,1102.2,1.50,ok,0.7693
ds-id16,4096,16384,7168,256,64,2048,yes,2.000,0.500,1,1170.9464,821.6,0.28,ok,0.5735
ds-id16,4096,16384,7168,16,2048,1024,yes,0.062,8.000,1,661.4819,1454.4,1.10,ok,1.0152
ds-id16,4096,16384,7168,32,1024,1024,yes,0.125,4.000,1,666.3633,1443.8,1.37,ok,1.0078
ds-id16,4096,16384,7168,64,512,1024,yes,0.250,2.000,1,706.2486,1362.2,0.79,ok,0.9509
ds-id16,4096,16384,7168,128,256,1024,yes,0.500,1.000,1,782.9635,1228.8,1.70,ok,0.8577
ds-id16,4096,16384,7168,256,128,1024,yes,1.000,0.500,1,932.6078,1031.6,0.94,ok,0.7201
ds-id16,4096,16384,7168,512,64,1024,yes,2.000,0.250,1,1250.0582,769.6,0.75,ok,0.5372
ds-id16,4096,16384,7168,16,4096,512,yes,0.031,8.000,1,687.3591,1399.7,1.35,ok,0.9770
ds-id16,4096,16384,7168,32,2048,512,yes,0.062,4.000,1,694.9750,1384.3,1.38,ok,0.9663
ds-id16,4096,16384,7168,64,1024,512,yes,0.125,2.000,1,728.0981,1321.4,1.10,ok,0.9223
ds-id16,4096,16384,7168,128,512,512,yes,0.250,1.000,1,765.8513,1256.2,1.41,ok,0.8769
ds-id16,4096,16384,7168,256,256,512,yes,0.500,0.500,1,864.0211,1113.5,0.50,ok,0.7772
ds-id16,4096,16384,7168,512,128,512,yes,1.000,0.250,1,1040.0988,925.0,0.03,ok,0.6457
ds-id16,4096,16384,7168,1024,64,512,yes,2.000,0.125,1,1386.4501,693.9,0.13,ok,0.4844
ds-id16,4096,16384,7168,32,4096,256,yes,0.031,4.000,1,763.5539,1260.0,1.03,ok,0.8795
ds-id16,4096,16384,7168,64,2048,256,yes,0.062,2.000,1,787.7426,1221.3,2.58,ok,0.8525
ds-id16,4096,16384,7168,128,1024,256,yes,0.125,1.000,1,831.0229,1157.7,0.23,ok,0.8081
ds-id16,4096,16384,7168,256,512,256,yes,0.250,0.500,1,892.4756,1078.0,0.35,ok,0.7525
ds-id16,4096,16384,7168,512,256,256,yes,0.500,0.250,1,996.5816,965.4,0.12,ok,0.6739
ds-id16,4096,16384,7168,1024,128,256,yes,1.000,0.125,1,1238.0569,777.1,0.73,ok,0.5424
ds-id16,4096,16384,7168,2048,64,256,yes,2.000,0.062,1,1652.7024,582.1,0.23,ok,0.4063
ds-id16,4096,16384,7168,64,4096,128,yes,0.031,2.000,1,836.2596,1150.4,1.69,ok,0.8030
ds-id16,4096,16384,7168,128,2048,128,yes,0.062,1.000,1,881.0939,1091.9,0.21,ok,0.7622
ds-id16,4096,16384,7168,256,1024,128,yes,0.125,0.500,1,940.3979,1023.0,0.54,ok,0.7141
ds-id16,4096,16384,7168,512,512,128,yes,0.250,0.250,1,1009.0465,953.4,0.57,ok,0.6655
ds-id16,4096,16384,7168,1024,256,128,yes,0.500,0.125,1,1155.6285,832.5,0.07,ok,0.5811
ds-id16,4096,16384,7168,2048,128,128,yes,1.000,0.062,1,1421.5048,676.8,0.40,ok,0.4724
ds-id16,4096,16384,7168,4096,64,128,yes,2.000,0.031,1,1849.7920,520.1,1.29,ok,0.3630
ds-id16,4096,16384,7168,128,4096,64,yes,0.031,1.000,1,1373.8805,700.3,0.09,ok,0.4888
ds-id16,4096,16384,7168,256,2048,64,yes,0.062,0.500,1,1432.5787,671.6,0.32,ok,0.4688
ds-id16,4096,16384,7168,512,1024,64,yes,0.125,0.250,1,1485.8100,647.5,0.03,ok,0.4520
ds-id16,4096,16384,7168,1024,512,64,yes,0.250,0.125,1,1552.6385,619.6,0.02,ok,0.4325
ds-id16,4096,16384,7168,2048,256,64,yes,0.500,0.062,1,1670.6270,575.9,0.79,ok,0.4020
ds-id16,4096,16384,7168,4096,128,64,yes,1.000,0.031,1,1854.9316,518.7,0.28,ok,0.3620
ds-id16,4096,16384,7168,16,512,2048,no,0.125,4.000,1,671.5572,1432.6,2.05,ok,1.0000
ds-id16,4096,16384,7168,32,1024,2048,no,0.250,8.000,1,646.6392,1487.8,1.94,ok,1.0385
ds-id17,4096,7168,4096,16,512,4096,yes,0.250,8.000,1,176.9778,1359.0,0.41,ok,1.0133
ds-id17,4096,7168,4096,32,256,4096,yes,0.500,4.000,1,186.6921,1288.3,0.61,ok,0.9605
ds-id17,4096,7168,4096,64,128,4096,yes,1.000,2.000,1,219.0065,1098.2,0.09,ok,0.8188
ds-id17,4096,7168,4096,128,64,4096,yes,2.000,1.000,1,289.1977,831.7,1.06,ok,0.6201
ds-id17,4096,7168,4096,16,1024,2048,yes,0.125,8.000,1,167.2452,1438.1,7.41,ok,1.0722
ds-id17,4096,7168,4096,32,512,2048,yes,0.250,4.000,1,178.7544,1345.5,1.61,ok,1.0032
ds-id17,4096,7168,4096,64,256,2048,yes,0.500,2.000,1,195.3809,1231.0,0.73,ok,0.9178
ds-id17,4096,7168,4096,128,128,2048,yes,1.000,1.000,1,228.5913,1052.2,0.19,ok,0.7845
ds-id17,4096,7168,4096,256,64,2048,yes,2.000,0.500,1,297.5795,808.2,0.65,ok,0.6026
ds-id17,4096,7168,4096,16,2048,1024,yes,0.062,8.000,1,162.8304,1477.1,5.26,ok,1.1013
ds-id17,4096,7168,4096,32,1024,1024,yes,0.125,4.000,1,176.8430,1360.1,0.49,ok,1.0140
ds-id17,4096,7168,4096,64,512,1024,yes,0.250,2.000,1,183.8791,1308.0,0.36,ok,0.9752
ds-id17,4096,7168,4096,128,256,1024,yes,0.500,1.000,1,198.6080,1211.0,0.12,ok,0.9029
ds-id17,4096,7168,4096,256,128,1024,yes,1.000,0.500,1,225.3420,1067.3,1.75,ok,0.7958
ds-id17,4096,7168,4096,512,64,1024,yes,2.000,0.250,1,284.6999,844.8,0.82,ok,0.6299
ds-id17,4096,7168,4096,16,4096,512,yes,0.031,8.000,1,165.1696,1456.2,3.48,ok,1.0857
ds-id17,4096,7168,4096,32,2048,512,yes,0.062,4.000,1,183.1896,1312.9,0.84,ok,0.9789
ds-id17,4096,7168,4096,64,1024,512,yes,0.125,2.000,1,189.5372,1269.0,0.18,ok,0.9461
